words@mnk1988m	@mnk1988m	102.35	102.697	а
words@mnk1988m	@mnk1988m	102.697	103.044	/
words@mnk1988m	@mnk1988m	103.044	103.391	но
words@mnk1988m	@mnk1988m	103.391	103.738	/
words@mnk1988m	@mnk1988m	103.738	104.085	решили
words@mnk1988m	@mnk1988m	104.085	104.431	попробовать
words@mnk1988m	@mnk1988m	104.431	104.778	эээ
words@mnk1988m	@mnk1988m	104.778	105.125	/
words@mnk1988m	@mnk1988m	105.125	105.472	играть
words@mnk1988m	@mnk1988m	105.472	105.819	вместе
words@mnk1988m	@mnk1988m	105.819	106.166	вот
words@mnk1988m	@mnk1988m	106.166	106.512	когда
words@mnk1988m	@mnk1988m	106.512	106.859	уже
words@mnk1988m	@mnk1988m	106.859	107.206	/
words@mnk1988m	@mnk1988m	107.206	107.553	оказались
words@mnk1988m	@mnk1988m	107.553	107.9	в
words@mnk1988m	@mnk1988m	107.9	108.247	Петербурге
words@mnk1988m	@mnk1988m	108.75	109.195	И
words@mnk1988m	@mnk1988m	109.195	109.64	мы
words@mnk1988m	@mnk1988m	109.64	110.085	решили
words@mnk1988m	@mnk1988m	110.085	110.53	сначала
words@mnk1988m	@mnk1988m	110.53	110.975	собрать
words@mnk1988m	@mnk1988m	110.975	111.42	/
words@mnk1988m	@mnk1988m	111.42	111.865	ну
words@mnk1988m	@mnk1988m	111.865	112.31	стандартный
words@mnk1988m	@mnk1988m	112.31	112.755	такой
words@mnk1988m	@mnk1988m	112.755	113.2	рок
words@mnk1988m	@mnk1988m	113.2	113.645	-
words@mnk1988m	@mnk1988m	113.645	114.09	состав
words@mnk1988m	@mnk1988m	114.09	114.535	/
words@mnk1988m	@mnk1988m	114.535	114.98	то
words@mnk1988m	@mnk1988m	114.98	115.425	есть
words@mnk1988m	@mnk1988m	115.425	115.87	бас-гитара
words@mnk1988m	@mnk1988m	115.87	116.315	там
words@mnk1988m	@mnk1988m	116.315	116.76	какие-то
words@mnk1988m	@mnk1988m	116.76	117.205	электрогитары
words@mnk1988m	@mnk1988m	117.205	117.65	барабаны
words@mnk1988m	@mnk1988m	117.65	118.095	/
words@mnk1988m	@mnk1988m	118.095	118.54	/
words@mnk1988m	@mnk1988m	118.865	119.306	Но
words@mnk1988m	@mnk1988m	119.306	119.747	/
words@mnk1988m	@mnk1988m	119.747	120.189	с
words@mnk1988m	@mnk1988m	120.189	120.63	поиском
words@mnk1988m	@mnk1988m	120.63	121.072	музыкантов
words@mnk1988m	@mnk1988m	121.072	121.513	у
words@mnk1988m	@mnk1988m	121.513	121.955	нас
words@mnk1988m	@mnk1988m	121.955	122.396	не
words@mnk1988m	@mnk1988m	122.396	122.838	заладилось
